timestamp,sensor_id,IR1,IR2,IR3,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
1763771293.0882254,sensor1,0,0,0,0.96,-0.101,9.754,0.13,-0.041,0.004
1763771293.4305902,sensor1,0,0,0,0.931,-0.115,9.761,0.13,-0.04,0.003
1763771293.7682025,sensor1,0,0,0,0.939,-0.093,9.744,0.129,-0.041,0.004
1763771294.0889752,sensor1,0,0,0,0.948,-0.084,9.764,0.13,-0.041,0.003
1763771294.434997,sensor1,0,0,0,0.946,-0.103,9.766,0.129,-0.041,0.003
1763771294.755927,sensor1,0,0,0,0.946,-0.105,9.754,0.129,-0.041,0.005
1763771295.0932143,sensor1,0,0,0,0.927,-0.101,9.744,0.128,-0.041,0.004
1763771295.4262183,sensor1,0,0,0,0.929,-0.11,9.752,0.128,-0.041,0.004
1763771295.7378042,sensor1,0,0,0,0.934,-0.101,9.759,0.129,-0.04,0.003
1763771296.0961998,sensor1,0,0,0,0.931,-0.105,9.759,0.13,-0.041,0.004
1763771296.4271476,sensor1,0,0,0,0.934,-0.11,9.747,0.128,-0.04,0.004
1763771296.7553592,sensor1,0,0,0,0.929,-0.096,9.752,0.129,-0.041,0.003
1763771297.0986388,sensor1,0,0,0,0.941,-0.103,9.74,0.129,-0.041,0.003
1763771297.4117215,sensor1,0,0,0,0.939,-0.108,9.759,0.13,-0.041,0.005
1763771297.7461028,sensor1,0,0,0,0.941,-0.098,9.752,0.13,-0.041,0.003
1763771298.0889714,sensor1,0,0,0,0.922,-0.12,9.754,0.129,-0.04,0.004
1763771298.4268217,sensor1,0,0,0,0.939,-0.103,9.761,0.129,-0.04,0.004
1763771298.7296839,sensor1,0,0,0,0.936,-0.089,9.744,0.13,-0.04,0.005
1763771299.058131,sensor1,0,0,0,0.931,-0.098,9.756,0.129,-0.041,0.004
1763771299.400718,sensor1,0,0,0,0.931,-0.093,9.761,0.129,-0.04,0.004
